step,condensation_this_step,cumulative_condensation,latent_heating_this_step,cumulative_latent_heating,condensation_events_this_step,cumulative_condensation_events
1000,41.3848370719,41.3848370719,2.0692418536,2.0692418536,4687836,4687836
